Author,Genus,N_ASD,ASD_Mean,ASD_SD,N_TD,TD_Mean,TD_SD
Wang,Staphylococcus,42,3.22E-06,1.07E-05,41,7.91E-06,2.11E-05
Wang,Stenotrophomonas,42,0,0,41,3.95E-06,2.53E-05
Wang,Stomatobaculum,42,1.29E-06,5.82E-06,41,1.32E-06,8.44E-06
Wang,Streptococcus,42,0.024507,0.080673,41,0.005764,0.00589
Wang,Subdoligranulum,42,0.013638,0.018714,41,0.008031,0.016008
Wang,Sutterella,42,0.011131,0.020298,41,0.01377,0.020164
Wang,Terrisporobacter,42,0.000398,0.001178,41,0.000153,0.000656
Wang,Thermincola,42,1.29E-06,5.82E-06,41,0,0
Wang,Thermus,42,6.43E-07,4.17E-06,41,0,0
Wang,Treponema_2,42,1.29E-06,8.34E-06,41,0,0
Wang,Turicibacter,42,0.001801,0.005593,41,0.001125,0.003423
Wang,Tyzzerella,42,9.84E-05,0.000344,41,9.82E-05,0.000265
Wang,Tyzzerella_3,42,8.55E-05,0.000272,41,0.000149,0.000582
Wang,UBA1819,42,0.000176,0.000351,41,0.001067,0.001945
Wang,Varibaculum,42,2.57E-06,1.67E-05,41,6.59E-07,4.22E-06
Wang,Veillonella,42,0.037326,0.069062,41,0.036812,0.070491
Wang,Victivallis,42,1.16E-05,4.85E-05,41,9.62E-05,0.000444
Wang,Weissella,42,0.000118,0.000405,41,3.76E-05,0.000141
Dan,Acinetobacter,143,0.0022,0.0039,143,0.0035,0.0045
Dan,Alistipes,143,0.021675,0.063191337,143,0.0344,0.08178737
Dan,Allisonella,143,0.05,0.0782,143,0.0322,0.0436
Dan,Alloprevotella,143,0.031646667,0.298050578,143,0.084266667,0.63634736
Dan,Anaeroglobus,143,0.00002,0.00026,143,0.0003,0.0011
Dan,Anaerostipes,143,0.2862,0.2113,143,0.1755,0.1517
Dan,Anaerotruncus,143,0.0055,0.015867297,143,0.009406667,0.028372754
Dan,Anoxybacillus,143,0.0001,0.0005,143,0.0007,0.0015
Dan,Bacillus,143,0.0026,0.0156,143,0,0
Dan,Bacteroides,143,0.442275,1.501038679,143,0.60381875,1.499711397
Dan,Barnesiella,143,0.017925,0.089577608,143,0.036475,0.183270765
Dan,Bifidobacterium,143,1.595,4.505,143,0.4345,0.8499
Dan,Blautia,143,0.093442857,0.327746883,143,0.060614286,0.108571385
Dan,Brevibacillus,143,0,0,143,0.0002,0.0008
Dan,Butyricicoccus,143,0.00535,0.026911736,143,0.0032,0.006869214
Dan,Butyricimonas,143,0.0002,0.0011,143,0.0017,0.0073
Dan,Butyrivibrio,143,0.0204,0.0956,143,0.00004,0.00037
Dan,Caproiciproducens,143,0.0001,0.0009,143,0.0005,0.0017
Dan,Catenibacterium,143,0.0053,0.0334,143,0.0017,0.0103
Dan,Cetobacterium,143,0.0013,0.0039,143,0.0001,0.0006
Dan,Christensenellaceae_R-7_group,143,0.01625,0.053756329,143,0.0103,0.056932785
Dan,Clostridium_sensu_stricto_1,143,0.0259,0.060093242,143,0.03695,0.257550549
Dan,Collinsella,143,0.1494,0.5235,143,0.0687,0.1464
Dan,Comamonas,143,0.0132,0.0459,143,0.0026,0.0114
Dan,Coprococcus_1,143,0.0056,0.0103,143,0.0034,0.0106
Dan,Coprococcus_2,143,0.1496,0.253,143,0.0724,0.1183
Dan,Desulfovibrio,143,0.028866667,0.139654257,143,0.032366667,0.101196408
Dan,Dialister,143,1.42655,3.580441167,143,0.74785,1.912725516
Dan,Diaphorobacter,143,0.0047,0.0214,143,0.0009,0.0087
Dan,Dorea,143,0.0453,0.0337,143,0.0348,0.0251
Dan,Eggerthella,143,0.0109,0.0185,143,0.0063,0.0079
Dan,Erysipelotrichaceae_UCG-004,143,0,0,143,0.0002,0.0007
Dan,Escherichia-Shigella,143,2.362,4.231,143,1.526,2.883
Dan,Ezakiella,143,0.0011,0.0022,143,0.0006,0.002
Dan,Faecalibacterium,143,0.0939,0.14,143,0.1088,0.5526
Dan,Family_XIII_AD3011_group,143,0.0011,0.002331929,143,0.00085,0.001992332
Dan,Flavonifractor,143,0.0176,0.0114,143,0.0221,0.0142
Dan,Fusobacterium,143,0.2298,1.822,143,0.0636,0.2215
Dan,Gemella,143,0.0034,0.0044,143,0.002,0.0032
Dan,Gordonibacter,143,0.0015,0.0035,143,0.0008,0.0021
Dan,Granulicatella,143,0.0113,0.0116,143,0.0066,0.0059
Dan,Haemophilus,143,0.0118,0.0609,143,0.0026,0.0049
Dan,Halomonas,143,0.0002,0.0007,143,0.0011,0.0018
Dan,Holdemanella,143,0.02085,0.143673292,143,0.02565,0.176951261
Dan,Holdemania,143,0.00004,0.00053,143,0.0006,0.0027
Dan,Intestinibacter,143,0.05685,0.079436041,143,0.0363,0.058117892
Dan,Intestinimonas,143,0.0095,0.0107,143,0.0161,0.0211
Dan,Kitasatospora,143,0,0,143,0.0006,0.0021
Dan,Lachnoclostridium,143,0.064275,0.206120897,143,0.062525,0.135485966
Dan,Lachnospira,143,0.0897,0.281612067,143,0.1522,0.315214973
Dan,Lachnospiraceae_ND3007_group,143,0.0387,0.0639,143,0.0243,0.0294
Dan,Lachnospiraceae_NK4A136_group,143,0.1127,0.1717,143,0.0826,0.4121
Dan,Lachnospiraceae_UCG-004,143,0.120466667,0.194086527,143,0.141766667,0.2083952
Dan,Lactobacillus,143,0.00255,0.009400824,143,0.00075,0.003752246
Dan,Megamonas,143,0.71575,2.447530721,143,1.24315,3.396510219
Dan,Megasphaera,143,0.0094,0.0249,143,0.0012,0.0084
Dan,Mitsuokella,143,0.0327,0.1858,143,0.0046,0.0435
Dan,Morganella,143,0.0091,0.0344,143,0.0015,0.0098
Dan,Odoribacter,143,0.0682,0.055,143,0.1059,0.0746
Dan,Oscillibacter,143,0.0042,0.010906782,143,0.00405,0.007161578
Dan,Oscillospira,143,0.0002,0.001,143,0.0006,0.0021
Dan,Parabacteroides,143,0.1880025,0.58935865,143,0.23622375,0.517128972
Dan,Paraprevotella,143,0.04475,0.15666629,143,0.0883,0.232173379
Dan,Parasutterella,143,0.69245,1.233714023,143,0.53645,0.983826698
Dan,Phascolarctobacterium,143,0.5271,1.91760887,143,0.577,1.009262745
Dan,Prevotella_2,143,0.0804,1.01398736,143,0.14852,0.891650323
Dan,Prevotella_7,143,0.0636,0.6955,143,0.0011,0.0124
Dan,Prevotella_9,143,0.78366,4.811391994,143,1.38898,5.287836057
Dan,Prevotellaceae_UCG-001,143,0.00025,0.001958101,143,0.0036,0.023380637
Dan,Pseudobutyrivibrio,143,0.018,0.0498,143,0.0055,0.0115
Dan,Psychrobacter,143,0.0004,0.0027,143,0.0007,0.0044
Dan,Rikenellaceae_RC9_gut_group,143,0.0018,0.0102,143,0.00002,0.00026
Dan,Roseburia,143,0.04238,0.169581152,143,0.04122,0.335855571
Dan,Ruminiclostridium,143,0.0013,0.0024,143,0.0004,0.0013
Dan,Ruminiclostridium_5,143,0.002866667,0.005479075,143,0.001666667,0.003532901
Dan,Ruminiclostridium_6,143,0.16505,0.363181867,143,0.04635,0.112543208
Dan,Ruminiclostridium_9,143,0.0315,0.0212,143,0.0239,0.0144
Dan,Ruminococcaceae_NK4A214_group,143,0.5387,0.6701,143,0.3307,0.2363
Dan,Ruminococcaceae_UCG-004,143,0.02475,0.034312798,143,0.0206,0.023117684
Dan,Ruminococcaceae_UCG-005,143,0.063466667,0.133631275,143,0.038066667,0.079045511
Dan,Ruminococcaceae_UCG-009,143,0.0096,0.0109,143,0.0059,0.0073
Dan,Ruminococcaceae_UCG-010,143,0.0016375,0.007323949,143,0.0014775,0.006997243
Dan,Ruminococcaceae_UCG-013,143,0.006544,0.028371913,143,0.003228,0.014479173
Dan,Ruminococcaceae_UCG-014,143,0.028058333,0.098934595,143,0.014441667,0.081979763
Dan,Ruminococcus_1,143,0.0229,0.059677665,143,0.008866667,0.060570999
Dan,Ruminococcus_2,143,0.26995,0.780346882,143,0.59525,1.967342884
Dan,Sellimonas,143,0.0016,0.005093009,143,0.00245,0.006467825
Dan,Slackia,143,0.0003,0.00152702,143,0.0008,0.007033868
Dan,Stenotrophomonas,143,0.00002,0.00026,143,0.0002,0.00077
Dan,Subdoligranulum,143,0.3142,0.809287928,143,0.22365,0.516416625
Dan,Succiniclasticum,143,0,0,143,0.0002,0.0011
Dan,Sutterella,143,0.064625,0.342235174,143,0.052825,0.21430483
Dan,Thermus,143,0.0005,0.0019,143,0.002,0.0029
Dan,Turicibacter,143,0.0613,0.1548,143,0.0337,0.0976
Dan,Tyzzerella,143,0.05485,0.096801329,143,0.076,0.134871582
Dan,Tyzzerella_3,143,0.0205,0.0308,143,0.0222,0.0463
Dan,Uruburuella,143,0.1108,1.157,143,0.0004,0.0022
Dan,Vulcaniibacterium,143,0.0001,0.0007,143,0.001,0.0017
Dan,Weissella,143,0.0013,0.0025,143,0.0005,0.0018
Dan,[Eubacterium]_coprostanoligenes_group,143,0.0475,0.20071286,143,0.0263675,0.117866647
Dan,[Eubacterium]_eligens_group,143,0.4106,0.4229,143,0.6514,0.6364
Dan,[Eubacterium]_ventriosum_group,143,0.0011,0.006,143,0.0005,0.0027
Dan,[Eubacterium]_xylanophilum_group,143,0.1144,0.1148,143,0.0494,0.0547
Dan,[Ruminococcus]_torques_group,143,0.16315,0.267481169,143,0.22925,0.338171662
Zhang,[Eubacterium],35,8.79E-05,0.0001247,6,0.0003002,0.0003791
Zhang,[Prevotella],35,6.71E-06,2.23E-05,6,0,0
Zhang,[Ruminococcus],35,0.0049961,0.0201031,6,0.0314933,0.0593158
Zhang,1-68,35,4.86E-07,2.87E-06,6,1.12E-05,2.02E-05
Zhang,Abiotrophia,35,2.91E-06,6.50E-06,6,2.52E-05,3.91E-05
Zhang,Achromobacter,35,9.71E-07,4.00E-06,6,0,0
Zhang,Acidithiobacillus,35,9.43E-07,5.58E-06,6,0,0
Zhang,Acinetobacter,35,1.91E-06,6.73E-06,6,0,0
Zhang,Actinobacillus,35,3.91E-05,0.0001515,6,2.83E-06,6.94E-06
Zhang,Actinomyces,35,8.63E-06,1.24E-05,6,0.0000895,4.70E-05
Zhang,Adlercreutzia,35,0.0001157,0.0003501,6,1.12E-05,2.74E-05
Zhang,Aggregatibacter,35,3.54E-05,7.27E-05,6,3.63E-05,3.43E-05
Zhang,Akkermansia,35,0.0230631,0.0797436,6,8.68E-05,0.0001013
Zhang,Alistipes,35,0.0003692,0.0007021,6,0.000014,3.43E-05
Zhang,Anabaena,35,2.89E-06,1.44E-05,6,0,0
Zhang,Anaerofilum,35,0.0000024,7.18E-06,6,3.08E-05,7.55E-05
Zhang,Anaerostipes,35,0.0126098,0.051601,6,0.0009395,0.0015349
Zhang,Anaerotruncus,35,0.0001829,0.0005616,6,0.0001987,0.0002882
Zhang,Atopobium,35,1.94E-06,5.49E-06,6,0,0
Zhang,Bacillaceae_unclass,35,7.14E-06,4.23E-05,6,0,0
Zhang,Bacillus,35,3.93E-05,9.29E-05,6,0,0
Zhang,Bacteroides,35,4.4521091,1.9688695,6,2.8634268,2.3282408
Zhang,Bifidobacterium,35,0.00537,0.0179762,6,0.0654617,0.151031
Zhang,Bilophila,35,0.0014086,0.0018492,6,0.0005402,0.0011928
Zhang,Blautia,35,0.0629197,0.0923555,6,0.1573387,0.09067
Zhang,Bulleidia,35,1.94E-06,5.49E-06,6,0.000014,1.25E-05
Zhang,Butyricicoccus,35,0.0008316,0.0010549,6,0.0012618,0.0010454
Zhang,Butyricimonas,35,0.0009727,0.0016997,6,0,0
Zhang,Butyrivibrio,35,9.71E-07,4.00E-06,6,0,0
Zhang,Campylobacter,35,4.06E-05,0.0001395,6,8.33E-06,1.39E-05
Zhang,cc_115,35,1.43E-05,8.18E-05,6,5.67E-06,1.39E-05
Zhang,Christensenella,35,1.68E-05,3.60E-05,6,3.08E-05,6.04E-05
Zhang,Citrobacter,35,8.11E-06,2.44E-05,6,2.52E-05,5.38E-05
Zhang,Clostridium,35,0.002,0.0131,6,0.0145,0.0753
Zhang,Collinsella,35,0.004471,0.0212073,6,0.001121,0.0018039
Zhang,Comamonas,35,1.73E-05,6.37E-05,6,0.0000055,1.35E-05
Zhang,Coprobacillus,35,1.87E-05,5.16E-05,6,1.97E-05,4.04E-05
Zhang,Coprococcus,35,0.0082021,0.0446002,6,0.000207,0.0002128
Zhang,Corynebacterium,35,1.91E-06,6.73E-06,6,0,0
Zhang,Dehalobacterium,35,6.74E-06,3.23E-05,6,2.83E-06,6.94E-06
Zhang,Desulfovibrio,35,0.0002064,0.0007868,6,0,0
Zhang,Dialister,35,0.0350801,0.0792282,6,0.003249,0.0036358
Zhang,Dorea,35,0.0081704,0.0436157,6,0.0009412,0.0015044
Zhang,Dysgonomonas,35,0.0000062,2.22E-05,6,0,0
Zhang,Eggerthella,35,0.0002069,0.0002557,6,0.00019,0.0002086
Zhang,Eikenella,35,9.43E-07,5.58E-06,6,5.58E-05,0.0001286
Zhang,Enhydrobacter,35,9.71E-07,4.00E-06,6,0,0
Zhang,Enterobacter,35,6.23E-06,1.82E-05,6,0,0
Zhang,Enterococcus,35,0,0,6,5.67E-06,1.39E-05
Zhang,Epulopiscium,35,9.71E-07,5.75E-06,6,0.000148,0.0003625
Zhang,Escherichia,35,0.0232967,0.113013,6,0.0759583,0.0838199
Zhang,F16_norank,35,4.86E-07,2.87E-06,6,2.83E-06,6.94E-06
Zhang,Faecalibacterium,35,0.8918229,0.9182807,6,1.4114183,2.429523
Zhang,Fusobacterium,35,1.82E-05,3.86E-05,6,0.0001287,0.0003069
Zhang,Geobacillus,35,9.71E-07,4.00E-06,6,0,0
Zhang,Granulicatella,35,4.17E-05,4.64E-05,6,0.0001118,0.0001606
Zhang,Haemophilus,35,0.0108129,0.039269,6,0.00248,0.0029243
Zhang,Halomonas,35,9.43E-07,5.58E-06,6,0,0
Zhang,Holdemania,35,0.0000958,0.0001542,6,0.0002242,0.0002189
Zhang,Klebsiella,35,0.0668673,0.279286,6,0.0005627,0.0012151
Zhang,Lachnobacterium,35,2.89E-06,9.51E-06,6,5.32E-05,0.0001302
Zhang,Lachnospira,35,0.1753126,0.383636,6,0.3536287,0.3477301
Zhang,Lactobacillus,35,3.47E-05,0.0001272,6,0.0001733,0.0002939
Zhang,Lactococcus,35,6.71E-06,1.53E-05,6,5.67E-06,1.39E-05
Zhang,Lautropia,35,6.69E-06,1.35E-05,6,0,0
Zhang,Leptospirillum,35,1.91E-06,1.13E-05,6,0,0
Zhang,Leuconostoc,35,8.14E-06,2.74E-05,6,0,0
Zhang,Megamonas,35,0.0111502,0.0646721,6,0.5415112,0.9060398
Zhang,Megasphaera,35,0.0001481,0.0005767,6,0.0005502,0.0009371
Zhang,Methanobrevibacter,35,9.43E-07,5.58E-06,6,0,0
Zhang,Mucispirillum,35,0,0,6,1.12E-05,2.74E-05
Zhang,Neisseria,35,0.0000168,2.84E-05,6,2.83E-06,6.94E-06
Zhang,Odoribacter,35,0.0091875,0.0277886,6,0.0007637,0.0010426
Zhang,Oribacterium,35,1.43E-06,6.20E-06,6,2.83E-06,6.94E-06
Zhang,Oscillospira,35,0.2144171,0.2443469,6,0.1762598,0.2740526
Zhang,Oxalobacter,35,6.91E-05,0.0001664,6,0,0
Zhang,Parabacteroides,35,0.237587,0.290296,6,0.1060648,0.1182542
Zhang,Paraprevotella,35,0.0093474,0.039254,6,0,0
Zhang,Parvimonas,35,9.71E-07,4.00E-06,6,8.38E-05,0.0001813
Zhang,Peptococcus,35,0,0,6,8.33E-06,2.04E-05
Zhang,Peptoniphilus,35,0,0,6,1.12E-05,2.02E-05
Zhang,Peptostreptococcus,35,0.0000024,9.20E-06,6,1.12E-05,1.36E-05
Zhang,Phascolarctobacterium,35,0.0393307,0.0948338,6,0.02034,0.0498226
Zhang,Photobacterium,35,1.15E-05,6.80E-05,6,0,0
Zhang,Porphyromonas,35,3.89E-06,1.02E-05,6,0.000014,2.23E-05
Zhang,Prevotella,35,0.0773848,0.3251547,6,0.0008585,0.0018947
Zhang,Proteus,35,0,0,6,8.33E-06,2.04E-05
Zhang,Providencia,35,0,0,6,0.0000055,1.35E-05
Zhang,Pseudobutyrivibrio,35,3.69E-05,7.04E-05,6,6.98E-05,0.0001396
Zhang,Pseudomonas,35,7.26E-06,1.60E-05,6,0,0
Zhang,Pseudoramibacter_Eubacterium,35,0.0000148,5.57E-05,6,1.68E-05,4.12E-05
Zhang,Pyramidobacter,35,8.41E-05,0.0001934,6,0.0001118,0.0002216
Zhang,Raphanus,35,3.83E-06,1.72E-05,6,0,0
Zhang,rc4-4,35,8.31E-05,0.0004132,6,0,0
Zhang,Roseburia,35,0.0003421,0.0005699,6,0.0002348,6.31E-05
Zhang,Rothia,35,9.17E-06,1.18E-05,6,3.07E-05,4.27E-05
Zhang,Ruminococcus,35,0.1291462,0.1832089,6,0.0337123,0.0741474
Zhang,S24_norank,35,0.0274299,0.1006442,6,0,0
Zhang,Sarcina,35,0.0043883,0.0244889,6,2.52E-05,6.17E-05
Zhang,Schwartzia,35,0.0000086,3.18E-05,6,0,0
Zhang,Selenomonas,35,9.71E-07,4.00E-06,6,0,0
Zhang,Serratia,35,6.61E-05,0.0003512,6,0.0000085,9.31E-06
Zhang,Shuttleworthia,35,5.74E-06,1.21E-05,6,2.52E-05,3.91E-05
Zhang,Slackia,35,4.77E-06,2.82E-05,6,0,0
Zhang,SMB53,35,0.0093113,0.0295038,6,0.053628,0.1176858
Zhang,Stenotrophomonas,35,0.0000048,2.84E-05,6,0,0
Zhang,Streptococcus,35,0.0004374,0.0004835,6,0.0232692,0.0512551
Zhang,Sutterella,35,0.1061324,0.1721022,6,0.0268365,0.0628559
Zhang,Tannerella,35,2.86E-06,1.69E-05,6,0,0
Zhang,Thermosinus,35,0.0000024,1.42E-05,6,0,0
Zhang,Trabulsiella,35,2.63E-05,0.0001186,6,3.38E-05,6.67E-05
Zhang,Turicibacter,35,0.0005613,0.0012266,6,0.0013217,0.0014821
Zhang,Veillonella,35,0.0009198,0.0020046,6,0.004505,0.0037373
Zhang,Victivallis,35,1.43E-06,8.45E-06,6,0,0
Zhang,Victoria,35,2.96E-05,3.81E-05,6,0.000014,2.23E-05
Zhang,WAL_1855D,35,4.86E-07,2.87E-06,6,2.53E-05,5.42E-05
Zhang,Weissella,35,7.07E-05,0.0004151,6,2.83E-06,6.94E-06
Deng,[Agitococcus]_lubricus_group,45,5.87E-06,3.94E-05,45,0,0
Deng,[Clostridium]_innocuum_group,45,0.000835792,0.001758079,45,0.002296776,0.007809342
Deng,[Cytophaga]_xylanolytica_group,45,6.97E-05,0.000262291,45,1.47E-06,9.86E-06
Deng,[Desulfobacterium]_catecholicum_group,45,0.000116673,0.000564831,45,1.47E-06,9.86E-06
Deng,[Eubacterium]_brachy_group,45,8.59E-05,0.000165022,45,9.91E-05,0.000217346
Deng,[Eubacterium]_eligens_group,45,0.006967376,0.01044888,45,0.000734528,0.001114179
Deng,[Eubacterium]_hallii_group,45,0.009443931,0.017736142,45,0.018032991,0.017547776
Deng,[Eubacterium]_nodatum_group,45,1.47E-05,4.08E-05,45,3.30E-05,4.51E-05
Deng,[Eubacterium]_ruminantium_group,45,0.000176844,0.000574893,45,0.000383041,0.002062833
Deng,[Eubacterium]_siraeum_group,45,0.000527598,0.00176189,45,0.000680227,0.002811529
Deng,[Eubacterium]_ventriosum_group,45,0.001392741,0.001686603,45,0.00075434,0.001414452
Deng,[Eubacterium]_xylanophilum_group,45,0.000113004,0.000316627,45,7.19E-05,0.000324006
Deng,[Mycoplasma]_group,45,2.94E-06,1.54E-05,45,0,0
Deng,[Ruminococcus]_gauvreauii_group,45,1.47E-06,6.91E-06,45,2.94E-06,1.18E-05
Deng,[Ruminococcus]_gnavus_group,45,0.00707084,0.012630099,45,0.005144631,0.006764647
Deng,[Ruminococcus]_torques_group,45,0.013431368,0.023598596,45,0.009010258,0.026855858
Deng,966-1,45,4.40E-06,2.95E-05,45,0,0
Deng,AAP99,45,9.54E-06,3.96E-05,45,2.94E-06,1.97E-05
Deng,Abiotrophia,45,3.67E-05,8.85E-05,45,6.46E-05,0.000101965
Deng,Acetanaerobacterium,45,8.81E-06,2.67E-05,45,2.42E-05,6.78E-05
Deng,Acetoanaerobium,45,7.34E-07,4.92E-06,45,1.91E-05,0.000128127
Deng,Acetobacterium,45,7.34E-06,4.45E-05,45,2.94E-06,1.97E-05
Deng,Acetobacteroides,45,1.47E-06,6.91E-06,45,0,0
Deng,Achromobacter,45,5.14E-06,2.11E-05,45,2.20E-06,8.32E-06
Deng,Acidaminobacter,45,0.000220138,0.000913094,45,7.34E-07,4.92E-06
Deng,Acidaminococcus,45,0.000627394,0.002475622,45,0.000498246,0.002935362
Deng,Acidibacter,45,0.000142356,0.000495065,45,1.32E-05,3.55E-05
Deng,Acidothermus,45,0,0,45,7.34E-07,4.92E-06
Deng,Acidovorax,45,0.001794127,0.005974293,45,3.45E-05,0.000221371
Deng,Acinetobacter,45,0.001008233,0.005317043,45,3.16E-05,8.25E-05
Deng,Actibacter,45,3.23E-05,0.000129468,45,0,0
Deng,Actinobacillus,45,1.47E-05,4.90E-05,45,7.26E-05,0.000393772
Deng,Actinomyces,45,0.000213534,0.000395113,45,0.000454952,0.00095074
Deng,Adhaeribacter,45,0.0016459,0.005528546,45,7.34E-07,4.92E-06
Deng,Adlercreutzia,45,9.69E-05,0.000173742,45,9.54E-06,2.78E-05
Deng,ADurb.Bin063-1,45,0.000162902,0.000911578,45,0,0
Deng,Aerococcus,45,7.34E-07,4.92E-06,45,0,0
Deng,Aeromicrobium,45,2.20E-06,8.32E-06,45,7.34E-07,4.92E-06
Deng,Aeromonas,45,8.66E-05,0.000415238,45,1.47E-06,6.91E-06
Deng,Aestuariicella,45,7.34E-07,4.92E-06,45,0,0
Deng,Agathobacter,45,0.041351502,0.053119382,45,0.01221327,0.032486973
Deng,Aggregatibacter,45,2.42E-05,0.000110685,45,8.07E-06,3.00E-05
Deng,Agromyces,45,7.04E-05,0.000213321,45,0,0
Deng,Ahniella,45,4.55E-05,0.000183134,45,0,0
Deng,Akkermansia,45,0.000310395,0.000788308,45,0.002354012,0.00862025
Deng,Alcaligenes,45,4.04E-05,0.000171059,45,2.94E-06,1.18E-05
Deng,Algoriphagus,45,0.000275173,0.001057226,45,1.47E-06,6.91E-06
Deng,Aliidiomarina,45,1.17E-05,3.80E-05,45,0,0
Deng,Aliihoeflea,45,2.94E-05,9.59E-05,45,7.34E-07,4.92E-06
Deng,Alishewanella,45,1.98E-05,0.000109344,45,7.34E-07,4.92E-06
Deng,Alistipes,45,0.005847606,0.013051602,45,0.005664157,0.010484789
Deng,Alkalibacter,45,4.40E-06,2.07E-05,45,0,0
Deng,Alkaliphilus,45,7.78E-05,0.000284428,45,0,0
Deng,Alkanindiges,45,7.34E-06,2.62E-05,45,0,0
Deng,Allisonella,45,0.000108602,0.000402492,45,4.04E-05,0.000130139
Deng,Alloprevotella,45,3.89E-05,0.000103977,45,3.01E-05,0.000108002
Deng,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,45,0.000168773,0.000358218,45,9.54E-06,5.43E-05
Deng,alphaI_cluster,45,0.000440276,0.00119832,45,0,0
Deng,Altererythrobacter,45,0.000606114,0.002486087,45,7.34E-06,2.72E-05
Deng,Alterococcus,45,4.40E-06,2.18E-05,45,0,0
Deng,Amaricoccus,45,1.25E-05,4.35E-05,45,2.94E-06,1.97E-05
Deng,Anaerocella,45,9.54E-06,6.40E-05,45,0,0
Deng,Anaerococcus,45,1.47E-05,4.96E-05,45,1.91E-05,6.32E-05
Deng,Anaerocolumna,45,4.40E-06,2.95E-05,45,0,0
Deng,Anaerofilum,45,4.40E-06,1.81E-05,45,6.60E-06,2.78E-05
Deng,Anaerofustis,45,3.96E-05,0.000159655,45,5.87E-05,0.00010599
Deng,Anaerolinea,45,0.000190053,0.000492382,45,7.34E-07,4.92E-06
Deng,Anaerolineaceae_UCG-001,45,0,0,45,1.47E-06,9.86E-06
Deng,Anaeromyxobacter,45,0.000223807,0.000693038,45,0,0
Deng,Anaerostignum,45,2.13E-05,3.80E-05,45,9.54E-06,3.56E-05
Deng,Anaerostipes,45,0.017027693,0.031931842,45,0.033254817,0.039432842
Deng,Anaerotruncus,45,0.000247289,0.000559464,45,0.00044101,0.000985583
Deng,Anaerovorax,45,2.13E-05,7.45E-05,45,2.79E-05,0.000187159
Deng,Ancalomicrobium,45,1.47E-06,9.86E-06,45,1.47E-06,9.86E-06
Deng,Anderseniella,45,0,0,45,7.34E-07,4.92E-06
Deng,Angelakisella,45,0,0,45,4.40E-06,1.81E-05
Deng,Anoxybacillus,45,7.34E-07,4.92E-06,45,2.20E-06,1.48E-05
Deng,Aquabacterium,45,0.000268569,0.000977721,45,0,0
Deng,Aquaspirillum,45,0,0,45,4.40E-06,2.95E-05
Deng,Aquicella,45,1.10E-05,4.67E-05,45,0,0
Deng,Aquimonas,45,0.000252425,0.001189586,45,7.34E-06,4.92E-05
Deng,AR15,45,7.34E-07,4.92E-06,45,0,0
Deng,Archangium,45,3.52E-05,9.66E-05,45,0,0
Deng,Arcobacter,45,2.72E-05,0.000157643,45,2.20E-06,1.09E-05
Deng,Arenibacter,45,2.94E-06,1.54E-05,45,0,0
Deng,Arenimonas,45,0.000906236,0.002407729,45,0,0
Deng,Aridibacter,45,5.94E-05,0.000199904,45,0,0
Deng,Asticcacaulis,45,7.34E-07,4.92E-06,45,0,0
Deng,Atopobium,45,2.86E-05,8.25E-05,45,1.39E-05,3.11E-05
Deng,Aurantisolimonas,45,0.00022821,0.000931729,45,0,0
Deng,Azoarcus,45,1.69E-05,5.96E-05,45,0,0
Deng,Azospira,45,0.000107868,0.000381697,45,1.10E-05,7.38E-05
Deng,Azospirillum,45,4.48E-05,0.000194538,45,0,0
Deng,Azovibrio,45,1.03E-05,3.29E-05,45,1.47E-06,9.86E-06
Deng,Bacillus,45,0.000680227,0.002571469,45,2.05E-05,4.47E-05
Deng,Bact-08,45,0,0,45,3.30E-05,0.000221371
Deng,Bacteriovorax,45,4.40E-05,0.000148251,45,0,0
Deng,Bacteroides,45,0.094998459,0.112953315,45,0.20752726,0.181603209
Deng,Barnesiella,45,0.000171708,0.00070145,45,5.72E-05,0.000246191
Deng,Bauldia,45,3.82E-05,0.000117394,45,0,0
Deng,BBMC-4,45,3.23E-05,0.000173072,45,0,0
Deng,Bdellovibrio,45,0.000125479,0.000346814,45,7.34E-07,4.92E-06
Deng,Bifidobacterium,45,0.10259543,0.152803715,45,0.10666065,0.144908019
Deng,Bilophila,45,0.000321402,0.000542694,45,0.000194455,0.000357547
Deng,BIyi10,45,2.57E-05,6.78E-05,45,0,0
Deng,Blastocatella,45,4.77E-05,0.000158314,45,0,0
Deng,Blastococcus,45,4.04E-05,0.000128798,45,5.14E-06,1.86E-05
Deng,Blautia,45,0.06895904,0.101085033,45,0.150367631,0.118257384
Deng,Blvii28_wastewater-sludge_group,45,0,0,45,5.14E-06,3.45E-05
Deng,Bosea,45,0.000162169,0.000398467,45,5.87E-06,3.09E-05
Deng,Boseongicola,45,2.94E-06,1.54E-05,45,1.47E-06,9.86E-06
Deng,Bradyrhizobium,45,0.000256094,0.000725881,45,1.98E-05,6.15E-05
Deng,Brevibacterium,45,7.34E-07,4.92E-06,45,0,0
Deng,Brevifollis,45,0,0,45,2.20E-06,1.48E-05
Deng,Brevundimonas,45,0.011163944,0.03510705,45,5.87E-06,1.76E-05
Deng,Bryobacter,45,0.000248022,0.000635267,45,3.67E-06,1.45E-05
Deng,BSV13,45,0.000786627,0.003945054,45,1.91E-05,0.000128127
Deng,Burkholderia-Caballeronia-Paraburkholderia,45,7.04E-05,0.000236129,45,0,0
Deng,Butyricicoccus,45,0.002715772,0.003476178,45,0.002037013,0.00450794
